id,name,lat,lon,address,speciality,emergency,icu,operating_theatre,ventilator,x_ray,opening_hours,website,phone
227939182,Shanti Sewa Griha,27.704607,85.3508873,,,yes,no,no,no,no,24/7,https://shanti-leprahilfe.de/en/projects/medicine/hape-kerkeling-clinic/,
229128707,People's Dental College & Hospital,27.7244571,85.3066029,,dantal health,yes,no,yes,no,yes,24/7,,
229129612,Metro Radiology and Imaging,27.7153874,85.326096,,,yes,no,no,no,no,24/7,,
230055223,Dhulikhel Hospital,27.6167309,85.5478246,,,yes,yes,yes,yes,yes,24/7,,
230055228,Pediatrics and Gyn/Obs,27.6162511,85.5477276,,,yes,yes,yes,yes,yes,24/7,,
231049689,College of Dental Science and Hospital,27.7338138,85.3802709,,,yes,no,no,no,yes,24/7,,
231628208,Life Care Hospital,27.6994678,85.3104552,,,yes,yes,yes,yes,yes,24/7,,
231630359,Capital Hospital,27.7027993,85.3217439,,,yes,no,yes,no,yes,24/7,,
239977016,Nepal Bharat Maitri Hospital,27.7115501,85.3455948,dakshina murti marga,,yes,yes,yes,yes,yes,24/7,,
240358404,Swatha Parichyan,27.7060412,85.3249615,,,yes,yes,yes,yes,yes,24/7,,
244966631,Kirtipur Burn Hospital,27.6817453,85.2732357,,,yes,yes,yes,yes,yes,24/7,,
245265728,Nutrition Rehabilitation Home (NRH),27.6353477,85.3154498,Sunkothi to Nakhu river Road,,yes,yes,yes,yes,yes,24/7,,"+977 01 5574817, 5574818"
262821660,Arayoga Hospital,27.673599,85.3117756,,,yes,yes,yes,yes,yes,24/7,,
301884716,National Ayurvedic Research and Training Center,27.6767161,85.2880095,,,yes,yes,yes,yes,yes,24/7,,
302696153,KIST hospital,27.6621707,85.3341523,,,yes,yes,yes,yes,yes,24/7,,
305050136,UNIVERSAL COLLEGE OF MEDICAL SCIENCES & UCMS COLLEGE OF DENTAL SURGERY,27.706704,85.3179811,,,yes,yes,yes,yes,yes,24/7,,01-4240384
341520936,Cancer Hospital,27.6337166,85.5271071,,cancer,yes,yes,yes,yes,yes,24/7,,
341532571,Motherland Hospital,27.6893265,85.3599162,Sinamangal Marga,,yes,yes,yes,yes,yes,24/7,,
342319745,Valley Maternity Nursing Home,27.7053006,85.3226483,,,yes,yes,yes,yes,yes,24/7,,
343650784,मेघा अस्पताल,27.675349,85.3024474,,,yes,yes,yes,yes,yes,24/7,,
343949381,health post,27.5782794,85.5006401,,,yes,yes,yes,yes,yes,24/7,,
344541501,Banepa Hospital,27.6328186,85.5184947,,,yes,yes,yes,yes,yes,24/7,,
344983946,Shankarapur Hospital,27.7215155,85.3780435,,,yes,yes,yes,yes,yes,24/7,,
372781590,Binayak Hospital,27.7363537,85.3180086,,,yes,yes,yes,yes,yes,24/7,,
395026898,Kapan Hospital,27.7336364,85.352264,,,yes,yes,yes,yes,yes,24/7,,
403031780,Nepal Cancer Hospital,27.6434652,85.3388989,,,yes,yes,yes,yes,yes,24/7,,
429577147,Sheer Memorial Adventist Hospital,27.6329841,85.5277023,,,yes,yes,yes,yes,yes,24/7,,
454234690,Nidan Hospital,27.6790886,85.3157015,,,yes,yes,yes,yes,yes,24/7,,
456506568,Kathmandu Cancer Center,27.669452,85.4659796,BHAKTAPUR NALA ROAD(GANESHMAN MARGA),,no,yes,yes,yes,yes,24/7,https://www.kccrc.org/,+97715091629
499271782,Anandaban Hospital,27.5766875,85.3154277,,leprosy,yes,yes,yes,yes,yes,24/7,,
501780558,Chirayu Hospital,27.7414392,85.3340005,sundra nagar marga,,yes,yes,yes,yes,yes,24/7,,
501867918,The Skin Hospital,27.7367793,85.3332262,Maharajgunj Road,,yes,yes,yes,yes,yes,24/7,,
501873471,Metro Ktm Hospital,27.7394837,85.3370092,maharajgunj marga,,yes,yes,yes,yes,yes,24/7,,014721514
502280602,Gautam Buddha International Cardiac hospital,27.6747518,85.341301,amarawati marga,,yes,yes,yes,yes,yes,6:00-18:00,,
520758403,BP Smriti Hospital,27.7374053,85.3261857,,,yes,yes,yes,yes,yes,24/7,,
546246875,नेपाल मेडिसिटी अस्पताल (नख्खु),27.6624155,85.3028035,Nakhu corridor Road Project 2,,yes,yes,yes,yes,yes,24/7,https://www.nepalmediciti.com,+977 01 4217766
695917198,Patan Hospital,27.6684414,85.3204193,,,yes,yes,yes,yes,yes,24/7,,
842195570,Mulpani Primary Health Center,27.7143578,85.3930567,Way to Jorpati,,yes,yes,yes,yes,yes,24/7,,01-4153593
855951184,Gothatar Health Post,27.7081035,85.371503,,,yes,yes,yes,yes,yes,24/7,,
917444726,Bishnudevi Hospital,27.680561,85.2766365,,,yes,yes,yes,yes,yes,24/7,,01-4333078
988003780,Gothatar Health Post,27.7080514,85.3716153,,,yes,yes,yes,yes,yes,24/7,,
1173885385,Ishan Children and Women's Hospital (P) Ltd.,27.7446241,85.3328423,,,yes,yes,yes,yes,yes,24/7,https://ishanhospital.com.np/,014354537
1210702139,sumit hospital,27.7274695,85.3228693,रानी देवी मार्ग,,yes,yes,yes,yes,yes,24/7,,
1380918055,KMC Duwakot Hospital,27.6841041,85.4107736,Changunarayan,cardiology/other,yes,yes,yes,yes,yes,24/7,kmc.edu.np,01-6616781/01-6611757
2421673,TU Teaching Hospital,27.7361127,85.3299868,,,yes,yes,yes,yes,yes,24/7,,
2499492,SAARC Tuberculosis and HIV/AIDS Center,27.673851,85.3810878,,,yes,yes,yes,yes,yes,24/7,,
2703533,Military Hospital,27.7110898,85.291196,,,yes,yes,yes,yes,yes,24/7,,
2927139,Stupa Community Hospital,27.7207281,85.3648256,,,yes,no,yes,no,yes,24/7,,
4012472,National Ayurvedic Research and Training Center,27.6766721,85.2880131,,,yes,yes,yes,yes,yes,24/7,,
10953873,T.U. Teaching Hospital,27.7359534,85.3305587,,cardiology and other,yes,yes,yes,yes,yes,24/7,,
10953874,Bir Hospital,27.7051847,85.313361,कान्ति पथ,cardiology and other,yes,yes,yes,yes,yes,24/7,,
10953875,KIST hospital,27.6631067,85.3350949,,,yes,yes,yes,yes,yes,24/7,,
10953876,Civil Service Hospital,27.6864427,85.3392003,,,yes,yes,yes,yes,yes,24/7,,
10953877,काठमाडौं मेडिकल कलेज शिक्षण अस्पताल (सिनामंगल),27.6960875,85.3535422,सिनामंगल सडक,,yes,yes,yes,yes,yes,24/7,https://kmc.edu.np,+977 01 4497104;+977 01 4598583;+977 01 4597062;+977 01 4576152;+977 01 4469064
