id,type,name,lat,lon,address,speciality,emergency,icu,operating_theatre,ventilator,x_ray,opening_hours,website,phone
456506568,way,Kathmandu Cancer Center,27.669452,85.4659796,BHAKTAPUR NALA ROAD(GANESHMAN MARGA),,no,,,,,,https://www.kccrc.org/,+97715091629
499271782,way,Anandaban Hospital,27.5766875,85.3154277,,leprosy,,,,,,,,
501780558,way,Chirayu Hospital,27.7414392,85.3340005,sundra nagar marga,,,,,,,,,
501867918,way,The Skin Hospital,27.7367793,85.3332262,Maharajgunj Road,,,,,,,,,
501873471,way,Metro Ktm Hospital,27.7394837,85.3370092,maharajgunj marga,,,,,,,24/7,,014721514
502280602,way,Gautam Buddha International Cardiac hospital,27.6747518,85.341301,amarawati marga,,,,,,,6:00-18:00,,
520758403,way,BP Smriti Hospital,27.7374053,85.3261857,,,,,,,,,,
546246875,way,नेपाल मेडिसिटी अस्पताल (नख्खु),27.6624155,85.3028035,Nakhu corridor Road Project 2,,,,,,,24/7,https://www.nepalmediciti.com,+977 01 4217766
649080016,way,,27.7333656,85.3462532,Dhumbharai Marg,,,,,,,24/7,http://hamshospital.com,014377404
695917198,way,Patan Hospital,27.6684414,85.3204193,,,yes,,,,,24/7,,
842195570,way,Mulpani Primary Health Center,27.7143578,85.3930567,Way to Jorpati,,yes,,,,,,,01-4153593
855951184,way,Gothatar Health Post,27.7081035,85.371503,,,,,,,,,,
917444726,way,Bishnudevi Hospital,27.680561,85.2766365,,,,,,,,,,01-4333078
988003780,way,Gothatar Health Post,27.7080514,85.3716153,,,,,,,,,,
1042083728,way,,27.7208695,85.3703721,,,,,,,,,,
1097620098,way,,27.6297005,85.5219493,,,,,,,,,,
1173885385,way,Ishan Children and Women's Hospital (P) Ltd.,27.7446241,85.3328423,,,,,,,,,https://ishanhospital.com.np/,014354537
1210702139,way,sumit hospital,27.7274695,85.3228693,रानी देवी मार्ग,,,,,,,,,
1380918055,way,KMC Duwakot Hospital,27.6841041,85.4107736,,,,,,,,,,
2421673,relation,TU Teaching Hospital,27.7361127,85.3299868,,,,,,,,,,
2499492,relation,SAARC Tuberculosis and HIV/AIDS Center,27.673851,85.3810878,,,,,,,,,,
2499493,relation,,27.6740676,85.3814032,,,,,,,,,,
2703533,relation,Military Hospital,27.7110898,85.291196,,,yes,,,,,,,
2927139,relation,Stupa Community Hospital,27.7207281,85.3648256,,,,no,yes,no,yes,,,
4012472,relation,National Ayurvedic Research and Training Center,27.6766721,85.2880131,,,,,,,,,,
10953873,relation,T.U. Teaching Hospital,27.7359534,85.3305587,,,,,,,,,,
10953874,relation,Bir Hospital,27.7051847,85.313361,कान्ति पथ,,yes,,,,,,,
10953875,relation,KIST hospital,27.6631067,85.3350949,,,yes,yes,yes,yes,yes,,,
10953876,relation,Civil Service Hospital,27.6864427,85.3392003,,,yes,,,,,,,
10953877,relation,काठमाडौं मेडिकल कलेज शिक्षण अस्पताल (सिनामंगल),27.6960875,85.3535422,सिनामंगल सडक,,yes,yes,yes,yes,yes,24/7,https://kmc.edu.np,+977 01 4497104;+977 01 4598583;+977 01 4597062;+977 01 4576152;+977 01 4469064
